#domain,ioc,uri_path
summerevent2023.com,Possible Cobalt Strike C2 Domain,/tip.php
support.ibmxwork.com,Possible Cobalt Strike C2 Domain,/ml.js
sys.tcc-internal.com,Possible Cobalt Strike C2 Domain,/pixel
t.10nf0x.com,Possible Cobalt Strike C2 Domain,/owa/
tab.is-not-really-a.space,Possible Cobalt Strike C2 Domain,/jquery-4.9.1.min.js
teamsupd.azurewebsites.net,Possible Cobalt Strike C2 Domain,/pkg/b/
thursday.kfc4.icu,Possible Cobalt Strike C2 Fronting Domain,/0RZDKXR/ADGJJ4B3VRSPAV9KC3MXI80OFD.css
traincaster.net,Possible Cobalt Strike C2 Domain,/___utm.gif
updataus.com,Possible Cobalt Strike C2 Fronted Domain,/navigation
update.aliyunupdate.work,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
update.microsoftapply.com,Possible Cobalt Strike C2 Domain,/cm
update.microsoftapply.com,Possible Cobalt Strike C2 Domain,/cx
update.microsofthk.com,Possible Cobalt Strike C2 Domain,/__utm.gif
update.microsofthk.com,Possible Cobalt Strike C2 Domain,/ca
update.microsoftkernel.com,Possible Cobalt Strike C2 Domain,/IE9CompatViewList.xml
update.microsoftkernel.com,Possible Cobalt Strike C2 Domain,/visit.js
update.theasiagroupai.com,Possible Cobalt Strike C2 Domain,/v1/buckets/main/collections/hijack-blocklists
update.westus.cloudapp.azure.com,Possible Cobalt Strike C2 Domain,/download/
update.windows-beta.info,Possible Cobalt Strike C2 Domain,/c/msdownload/update/others/2023/10/29136388_
update37.eastus.cloudapp.azure.com,Possible Cobalt Strike C2 Domain,/download/
updates.adobe-soft.net,Possible Cobalt Strike C2 Domain,/dot.gif
updates.imedicalhub.com,Possible Cobalt Strike C2 Domain,/ms-settings-power
v2ray1.mmsy.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
v2ray2.mmsy.top,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
veriernano.com,Possible Cobalt Strike C2 Domain,/updates.rss
verify.update.nadra-pk.org,Possible Cobalt Strike C2 Domain,/cx
vigorouseuclid.zscaler.skytapdns.com,Possible Cobalt Strike C2 Domain,/visit.js
vm.updataus.com,Possible Cobalt Strike C2 Fronting Domain,/navigation
vpn.nsfocus.cn.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
waltonfoods.com,Possible Cobalt Strike C2 Domain,/Make/apache/T0ZTSFR9U
wcs.microsoftwindows.cloud,Possible Cobalt Strike C2 Domain,/dot.gif
webtest.icbcbc.com.cn,Possible Cobalt Strike C2 Domain,/feedapi/v1/newsserver/api/getusername
wps.cncb.info,Possible Cobalt Strike C2 Domain,/updates
www.amazon.com,Possible Cobalt Strike C2 Fronting Domain,/s/ref=nb_sb_noss_1/167-3294888-0262949/field-keywords=books
www.checkupdates50.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www.fucksec.buzz,Possible Cobalt Strike C2 Domain,/api/3
www.goodljlagfhssss.live,Possible Cobalt Strike C2 Domain,/owa/
www.hainanwctvme.xyz,Possible Cobalt Strike C2 Domain,/image/
www.is-not-really-a.website,Possible Cobalt Strike C2 Domain,/jquery-4.9.1.min.js
www.itaberabanoticias.com,Possible Cobalt Strike C2 Domain,/pkg/b/
www.micrcscft-store.com,Possible Cobalt Strike C2 Domain,/bg
www.micros0fti.com,Possible Cobalt Strike C2 Domain,/api/methon/scan
www.okled.cc,Possible Cobalt Strike C2 Fronted Domain,/api/3
www.qichen.fun,Possible Cobalt Strike C2 Domain,/dot.gif
www.updategateway.com,Possible Cobalt Strike C2 Domain,/jquery-3.3.1.min.js
www.upgrad3.cc,Possible Cobalt Strike C2 Domain,/visit.js
www.weepstakes.com,Possible Cobalt Strike C2 Domain,/images/branding/googlelogo/1x/googlelogo_color_150x54Dp.png
www.xiongge.space,Possible Cobalt Strike C2 Domain,/__utm.gif
www.xss.mba,Possible Cobalt Strike C2 Domain,/load
www1.allegiancefithealth.com,Possible Cobalt Strike C2 Domain,/async/ddljson
www1.allegiancefithealth.com,Possible Cobalt Strike C2 Domain,/async/newtab_ogb
www2.eastus.cloudapp.azure.com,Possible Cobalt Strike C2 Domain,/async/ddljson
www2.itaberabanoticias.com,Possible Cobalt Strike C2 Domain,/pkg/b/
xgcs.ceshi897.cn,Possible Cobalt Strike C2 Domain,/cm
xmr.index-gpt.pro,Possible Cobalt Strike C2 Domain,/ga.js
zx.reg32.com,Possible Cobalt Strike C2 Domain,/remove
zx.regcssv.com,Possible Cobalt Strike C2 Domain,/fam_calendar
